Gender,Income,DaysWithoutFrequency,LifetimeValue,UseByTime,WaterActivities,FitnessActivities,TeamActivities,RacketActivities,CombatActivities,SpecialActivities,NumberOfFrequencies,AttendedClasses,NumberOfReferences,Dropout,EnrolledTime,DaysSinceLastVisit,LazinessIndex
0,2400.0,32,147.2,0,1.0,0.0,0.0,0.0,0.0,0.0,51.0,0,0,1,487,825,0.46657776296049347
1,0.0,27,403.25,0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0,1,91,784,0.7876857749469215
1,3200.0,19,208.6,0,1.0,0.0,0.0,0.0,0.0,0.0,32.0,0,0,1,184,1206,0.9179924553058881
1,1830.0,56,71.7,0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,0,0,1,116,107,0.9355046759109964
1,2310.0,48,113.6,0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0,0,1,212,1322,0.9322148788340959
0,0.0,5,147.2,0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3,0,0,105,5,0.8249708284714119
0,1300.0,30,59.5,0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0,0,1,65,203,0.8359849106117763
0,2570.0,45,100.4,0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0,0,1,142,556,0.8644297576681919
0,1880.0,0,262.6,0,1.0,0.0,0.0,0.0,0.0,0.0,68.0,63,0,0,401,0,0.9090081892629663
0,2970.0,77,63.6,0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,1,93,953,1.0
0,1960.0,62,83.6,0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,1,91,1458,1.0
0,3210.0,6,144.35,0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,17,0,1,116,1193,0.6555683122847302
0,2210.0,83,209.2,0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,0,0,1,335,1589,0.7584541062801933
0,2100.0,25,95.6,0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0,0,1,137,915,0.9000999000999002
1,2840.0,140,155.6,0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0,0,1,229,1646,1.0
0,2070.0,44,361.8,0,0.0,1.0,0.0,0.0,0.0,0.0,192.0,0,0,1,681,1231,0.8970133882595263
1,2450.0,45,654.0,0,1.0,1.0,0.0,0.0,0.0,0.0,198.0,0,0,1,1378,525,0.737575856978842
0,2890.0,12,617.6,0,1.0,1.0,0.0,0.0,0.0,0.0,39.0,31,0,1,1257,245,0.7198879551820728
0,2440.0,63,229.0,0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0,0,1,554,604,1.0
0,0.0,100,133.6,0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,16,0,1,193,1606,0.9854184893554973
0,5730.0,24,535.0,0,0.0,1.0,0.0,0.0,0.0,0.0,63.0,1,0,1,805,314,0.7047728391011974
0,1930.0,175,37.6,0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,1,201,1681,0.7239475500345065
0,2370.0,302,159.6,0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,1,353,722,1.0
0,4990.0,13,680.4,0,1.0,1.0,0.0,0.0,0.0,0.0,109.0,0,0,1,732,1067,0.8334998334998335
0,3280.0,3,413.0,1,1.0,0.0,0.0,0.0,1.0,0.0,53.0,0,0,1,790,1190,0.8851894374282434
1,1700.0,287,68.2,0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0,0,1,317,1793,0.9671969821223553
1,1030.0,9,591.5,0,0.0,0.0,1.0,0.0,0.0,0.0,46.0,42,0,0,778,9,0.7086247086247086
1,2840.0,23,356.2,0,0.0,1.0,0.0,0.0,0.0,0.0,101.0,0,0,1,489,1011,0.9000999000999002
0,1930.0,29,61.6,0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0,1,63,905,0.9666999666999667
0,4070.0,35,700.2,0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,23,0,1,731,696,0.8851894374282434
0,1720.0,13,237.1,0,0.0,1.0,0.0,0.0,0.0,0.0,52.0,0,0,0,394,13,0.8180163785259327
0,0.0,6,53.6,0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2,0,1,29,761,0.5
1,2220.0,33,141.1,0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,0,0,1,240,1459,0.9782561426397043
0,1570.0,2,157.6,0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0,0,1,150,968,0.8983223182511438
0,0.0,15,180.2,0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,4,0,0,160,15,0.6555683122847302
0,1670.0,42,210.4,1,1.0,1.0,0.0,0.0,0.0,0.0,31.0,8,0,1,948,42,0.9355046759109964
0,2780.0,42,78.0,0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,0,0,1,458,553,0.9412110523221634
0,0.0,24,190.4,0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,16,0,1,248,166,0.8277841561423651
0,2470.0,1,269.5,0,0.0,1.0,0.0,0.0,0.0,0.0,82.0,0,0,0,395,1,0.7885022111132475
0,3050.0,5,98.6,0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0,0,1,104,1344,0.8387616897774911
0,3540.0,24,295.7,0,0.0,1.0,0.0,0.0,0.0,0.0,52.0,0,0,1,553,1087,0.9333999333999334
0,1830.0,162,43.6,0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0,0,1,191,1668,0.8964803312629399
1,1610.0,41,139.6,0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,0,0,1,187,1228,0.9264381344710901
1,2010.0,2,111.6,0,0.0,1.0,0.0,0.0,0.0,0.0,53.0,0,0,1,103,1189,0.31113662456946034
1,0.0,5,903.0,0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,19,0,0,486,5,0.7129735935706085
1,3280.0,9,588.55,0,1.0,0.0,0.0,0.0,0.0,0.0,115.0,0,0,0,1364,9,0.7725204731574158
0,6730.0,3,90.6,0,0.0,1.0,0.0,0.0,0.0,0.0,59.0,0,0,0,400,3,0.7409326424870466
0,2030.0,37,113.6,0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,0,0,1,121,1311,0.9343939642447106
0,1510.0,163,108.0,0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0,0,0,247,163,0.9179924553058881
1,2890.0,23,94.6,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,1,94,867,0.9835984910611776
0,2550.0,0,120.2,0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,17,0,0,63,0,0.5040840140023337
0,1960.0,18,254.6,0,0.0,0.0,0.0,0.0,1.0,0.0,47.0,0,0,1,319,1205,0.9671969821223553
0,2740.0,32,27.95,0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0,0,1,131,322,0.9818247909850963
0,1450.0,110,336.1,0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,0,0,1,262,1297,1.0
0,2050.0,60,73.6,0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0,0,1,96,1304,0.9835984910611776
1,0.0,8,1201.85,0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,28,0,0,1045,8,0.41656942823803966
0,1250.0,18,166.6,0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,0,0,1,431,132,0.9142857142857143
0,2230.0,70,116.1,0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0,0,1,136,1273,0.9835984910611776
1,1510.0,47,30.0,0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0,1,52,709,0.961545856566045
1,2310.0,91,143.2,0,0.0,1.0,0.0,0.0,0.0,0.0,79.0,0,0,1,317,1597,0.4824016563146998
1,1020.0,19,632.2,0,0.0,0.0,1.0,0.0,0.0,0.0,48.0,47,0,1,784,222,0.9110320284697508
1,1290.0,39,29.6,0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0,0,1,63,1283,0.9343939642447106
0,4930.0,96,180.2,0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,0,0,0,271,96,0.8710093518219929
0,2180.0,3,98.6,0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0,0,1,72,1190,0.727024567788899
0,1540.0,39,354.6,0,0.0,1.0,0.0,0.0,0.0,0.0,131.0,0,0,1,530,1373,0.8966052042047217
0,1990.0,14,80.5,0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0,0,1,441,128,0.9343939642447106
1,2200.0,0,60.2,0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,0,16,0,0.5009357454772303
1,1540.0,8,187.6,0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0,0,1,334,1373,0.9355046759109964
1,0.0,96,230.6,0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,22,0,1,179,1283,1.0
1,3260.0,89,81.6,0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0,0,1,147,1595,0.6204278812974465
1,3410.0,38,86.6,0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,0,0,1,87,1464,0.7047728391011974
1,0.0,3,114.2,0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,9,0,0,59,3,0.3475682087781732
0,4520.0,70,80.6,0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4,0,1,102,1409,1.0
1,4100.0,3,265.4,0,0.0,0.0,0.0,0.0,0.0,1.0,91.0,0,0,0,293,3,0.5963495963495964
1,2160.0,68,335.5,0,1.0,0.0,0.0,0.0,0.0,0.0,58.0,0,0,1,867,329,1.0
1,0.0,2,120.2,0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,6,0,0,50,2,0.3697478991596639
1,4460.0,0,230.8,0,1.0,0.0,0.0,0.0,0.0,0.0,67.0,22,0,0,1370,0,0.36305732484076436
0,1300.0,18,53.6,0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0,1,31,1129,0.9000999000999002
0,0.0,216,1056.6,0,1.0,0.0,1.0,0.0,0.0,0.0,75.0,88,0,0,1504,216,1.0
0,1700.0,19,80.5,0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0,0,1,92,161,0.8359849106117763
0,0.0,28,810.0,0,1.0,0.0,0.0,0.0,0.0,0.0,63.0,70,0,1,610,201,0.7129735935706085
0,0.0,13,55.7,0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0,0,36,13,0.7668997668997669
0,1420.0,71,108.6,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,101,1624,1.0
0,0.0,37,311.1,0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,8,0,1,176,1224,0.8851894374282434
0,3095.0,13,227.8,0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,1,0,0,227,13,0.8697351280937907
0,1930.0,310,700.3,1,0.0,1.0,0.0,0.0,1.0,0.0,162.0,0,0,1,1764,402,0.9361294443261656
0,5740.0,40,818.3,0,0.0,1.0,0.0,0.0,0.0,0.0,80.0,79,0,1,974,497,0.8277841561423651
0,1340.0,127,77.6,0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0,0,1,201,1633,0.68944099378882
0,2370.0,43,95.8,0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0,0,0,728,43,0.9629903774981495
0,1800.0,183,37.6,0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0,0,1,205,1689,0.8274672187715666
0,1140.0,172,100.6,0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,1,228,1283,1.0
1,1940.0,281,107.2,0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,0,0,1,352,1787,1.0
1,5050.0,83,533.5,1,0.0,1.0,0.0,0.0,0.0,0.0,69.0,0,0,1,601,175,1.0
1,1460.0,45,110.0,0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0,0,1,250,1289,0.9179924553058881
0,0.0,6,60.2,0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0,0,45,6,0.7668997668997669
0,7190.0,274,353.2,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,362,1780,1.0
1,1650.0,39,148.6,0,0.0,1.0,0.0,0.0,0.0,0.0,46.0,0,0,1,320,1435,0.9343939642447106
1,0.0,42,1240.4,0,1.0,0.0,0.0,0.0,0.0,0.0,63.0,51,1,1,1245,499,0.8851894374282434
0,2330.0,47,70.0,0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0,0,1,87,1291,0.8851894374282434
0,2290.0,35,65.4,0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0,0,1,85,492,0.9558628806826541
1,4960.0,3,291.5,0,0.0,1.0,0.0,0.0,0.0,0.0,59.0,0,0,1,297,1190,0.8001998001998002
1,6790.0,6,492.8,0,0.0,0.0,0.0,0.0,0.0,1.0,147.0,0,0,0,575,6,0.6271818335875275
0,1400.0,331,53.2,0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0,0,1,364,1837,0.7728821258233023
0,1320.0,16,38.5,0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0,0,22,16,0.8635122838944496
0,2030.0,2,57.6,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,252,2,0.9231950844854071
0,2720.0,105,156.1,0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0,0,1,191,1611,0.9835984910611776
1,0.0,202,118.6,0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0,0,1,239,1708,1.0
1,1820.0,128,597.6,0,0.0,1.0,0.0,0.0,0.0,0.0,45.0,0,0,1,607,129,1.0
1,1510.0,0,681.1,0,1.0,0.0,0.0,0.0,0.0,0.0,254.0,89,0,0,421,0,0.13892078071182545
0,870.0,49,60.4,0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0,0,1,94,560,0.9642857142857143
0,2000.0,294,47.2,0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,1,321,1800,0.68944099378882
0,0.0,12,381.4,0,1.0,0.0,0.0,0.0,0.0,0.0,45.0,38,0,1,293,126,0.7129735935706085
1,1440.0,41,354.6,0,0.0,1.0,0.0,0.0,0.0,0.0,37.0,0,0,1,400,1228,0.9705752537884361
0,0.0,5,723.2,0,1.0,0.0,0.0,0.0,0.0,0.0,78.0,77,0,0,818,5,0.6555683122847302
0,1870.0,12,96.4,0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,0,0,1,113,273,0.7742663656884876
0,3540.0,32,342.2,0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,29,0,1,699,825,0.19632606199770386
0,4050.0,71,174.6,0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0,0,1,145,1258,1.0
1,2220.0,13,106.7,0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0,0,0,269,13,0.9000999000999002
0,1870.0,132,543.6,0,0.0,1.0,0.0,0.0,0.0,0.0,139.0,0,0,1,1117,150,1.0
1,3270.0,34,50.9,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,1,48,324,0.9772882125823302
0,2490.0,12,38.5,0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0,0,1,40,185,0.8248686514886164
1,2550.0,3,327.2,0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,0,0,1,823,925,0.8334998334998335
0,0.0,5,673.5,0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,1,0,1,829,23,0.9425947187141217
0,2400.0,10,162.7,0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0,0,1,160,124,0.9671969821223553
0,3890.0,22,205.15,0,0.0,1.0,0.0,0.0,0.0,0.0,48.0,0,0,1,195,225,0.9152685985426199
0,1670.0,102,388.2,0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,24,0,1,361,1608,0.9425947187141217
1,2530.0,153,273.6,0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,10,0,1,327,946,1.0
1,0.0,12,1900.4,0,1.0,0.0,0.0,1.0,1.0,0.0,127.0,119,0,0,1571,12,0.6555683122847302
1,0.0,7,1669.9,0,1.0,0.0,0.0,0.0,0.0,0.0,84.0,80,0,0,1486,7,0.5981630309988519
0,2180.0,268,107.2,0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,0,0,1,348,1774,0.9309868875086267
0,1490.0,24,96.2,0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0,0,1,167,42,0.9259807549962991
1,2420.0,68,666.8,0,1.0,0.0,0.0,0.0,0.0,0.0,74.0,67,0,1,685,1255,1.0
0,2030.0,320,43.2,0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2,0,1,335,1826,1.0
0,2580.0,36,98.6,0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,0,0,1,109,679,0.8851894374282434
0,2090.0,83,251.2,0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0,0,1,336,1589,0.9671969821223553
0,1590.0,62,73.6,0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0,0,1,93,724,1.0
1,1980.0,17,57.7,0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0,0,1,36,220,0.9131567520625271
0,2720.0,13,123.6,0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,18,0,1,129,979,0.5255041518386714
1,1950.0,300,336.4,1,0.0,1.0,0.0,0.0,1.0,0.0,29.0,0,0,1,1394,757,1.0
1,8460.0,8,532.3,1,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0,0,1,614,100,0.9516285069332473
0,5960.0,105,100.1,0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0,0,1,191,1611,0.8619737750172533
0,1930.0,71,73.6,1,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0,0,1,101,1624,1.0
0,1500.0,165,723.7,0,0.0,0.0,1.0,0.0,0.0,0.0,41.0,41,0,1,704,958,1.0
0,0.0,31,432.5,0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,13,1,1,362,488,0.8277841561423651
0,0.0,88,428.2,0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,13,0,1,341,1594,0.7703788748564868
0,3870.0,54,58.4,0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0,1,55,511,0.9677523379554982
1,0.0,139,304.29,0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,7,0,1,290,1076,1.0
1,5690.0,29,240.4,0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,3,0,1,296,47,0.9712973593570609
0,2500.0,13,96.4,0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0,0,1,133,274,0.8871331828442438
0,1630.0,74,92.6,0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,0,0,1,172,867,0.6336996336996337
1,2030.0,179,290.6,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,1,326,1366,1.0
0,1980.0,301,83.2,0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,1,345,1807,0.9654934437543133
1,1530.0,48,103.35,0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,8,0,1,130,1554,0.5981630309988519
1,2270.0,97,101.1,0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0,0,1,163,1603,0.8274672187715666
0,5470.0,15,53.6,0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0,0,1,30,1017,0.8667998667998669
0,1960.0,51,68.6,0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0,0,1,80,1416,0.9838761689777491
0,0.0,6,448.1,0,1.0,0.0,0.0,0.0,0.0,0.0,64.0,61,0,1,382,1193,0.7129735935706085
1,2220.0,12,60.4,0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,1,32,366,0.7499218505783056
1,3630.0,15,119.2,0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,6,0,1,138,129,0.6719698212235525
1,1750.0,65,135.2,1,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0,0,1,127,157,0.9343939642447106
0,2140.0,11,379.3,0,0.0,1.0,0.0,0.0,0.0,0.0,84.0,0,0,1,1532,335,0.688371330162375
1,1120.0,14,403.0,0,0.0,1.0,0.0,0.0,1.0,0.0,31.0,0,0,0,399,14,0.9090081892629663
1,1540.0,74,107.6,0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0,0,1,309,867,0.9000999000999002
0,1200.0,49,93.6,0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,24,0,1,128,1555,0.5981630309988519
0,2470.0,8,242.2,0,1.0,1.0,0.0,0.0,0.0,0.0,32.0,0,0,1,514,890,0.8334998334998335
1,3350.0,104,103.35,0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4,0,1,131,1610,0.8851894374282434
0,1900.0,45,58.6,0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0,0,1,59,1255,0.9661074394170479
0,3030.0,26,103.6,0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0,0,1,68,1050,0.9343939642447106
1,3680.0,1,1266.27,0,1.0,0.0,0.0,0.0,0.0,0.0,252.0,0,0,0,1141,1,0.737575856978842
0,2540.0,56,73.6,0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0,0,1,112,687,0.9516285069332473
1,3360.0,4,249.6,0,0.0,1.0,0.0,0.0,0.0,0.0,104.0,0,0,1,320,1191,0.737575856978842
1,1700.0,1,57.7,0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0,0,0,22,1,0.7725204731574158
1,6170.0,37,139.6,0,0.0,1.0,0.0,0.0,0.0,0.0,72.0,0,0,1,171,1247,0.868787928489421
1,3870.0,14,495.6,1,1.0,1.0,0.0,0.0,0.0,0.0,11.0,3,0,1,1000,471,0.9671969821223553
0,290.0,11,445.6,0,0.0,1.0,0.0,0.0,0.0,0.0,83.0,0,0,1,484,125,0.8031818927341315
0,0.0,31,940.45,0,1.0,0.0,0.0,0.0,0.0,0.0,85.0,77,0,1,885,824,0.48335246842709534
1,0.0,4,467.46,0,1.0,0.0,0.0,0.0,0.0,0.0,46.0,38,1,1,327,1190,0.732108687332568
0,3780.0,324,614.0,0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0,0,0,664,324,1.0
1,2220.0,82,85.6,0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,0,0,1,181,1588,0.8274672187715666
1,0.0,75,324.6,0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,19,0,1,317,1132,1.0
0,4740.0,31,121.1,0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,6,0,1,95,1065,0.8277841561423651
0,0.0,53,243.2,0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,7,0,1,268,1559,0.7703788748564868
1,2190.0,17,231.5,0,0.0,1.0,0.0,0.0,0.0,0.0,77.0,0,0,1,816,190,0.42594718714121693
0,2780.0,12,569.0,0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,45,0,0,682,12,0.8834498834498834
1,1470.0,25,45.1,0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0,0,1,35,167,0.8
0,2410.0,41,119.6,0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0,0,1,125,679,0.9677523379554982
1,2810.0,111,95.6,0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0,0,1,236,1617,0.9654934437543133
0,2650.0,6,169.7,0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,0,0,1,151,120,0.8851894374282434
0,1670.0,0,52.5,0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,0,0,0,44,0,0.6815286624203822
0,1080.0,250,267.1,0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4,1,1,331,1615,1.0
0,2920.0,51,1681.2,0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,20,0,0,1139,51,0.9663526244952894
1,1650.0,45,70.6,0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0,1,62,1441,0.9671969821223553
0,7110.0,6,71.6,0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0,0,1,62,1063,0.8667998667998669
0,1700.0,49,109.6,0,0.0,1.0,0.0,0.0,0.0,0.0,31.0,0,0,1,141,1052,0.7668997668997669
0,0.0,0,1040.67,0,1.0,0.0,0.0,0.0,0.0,0.0,37.0,25,0,0,1801,0,0.5981630309988519
0,2170.0,48,85.9,0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0,0,1,110,338,0.9179924553058881
1,1860.0,60,248.6,0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,0,0,1,240,540,0.9835984910611776
0,1730.0,89,239.6,0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,0,0,1,283,1276,1.0
0,4770.0,4,665.55,0,0.0,1.0,0.0,0.0,0.0,0.0,184.0,0,0,1,607,1191,0.7047728391011974
0,2100.0,86,139.6,0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0,0,1,246,1486,1.0
1,2350.0,6,298.6,0,0.0,1.0,0.0,0.0,0.0,0.0,46.0,0,0,1,239,882,0.6336996336996337
1,2700.0,327,1106.5,0,1.0,1.0,0.0,0.0,0.0,0.0,26.0,0,0,1,1045,328,0.9736911339121284
0,1820.0,27,113.6,0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0,0,1,136,1011,0.9333999333999334
0,1480.0,34,173.6,0,0.0,1.0,0.0,0.0,0.0,0.0,36.0,0,0,1,300,1221,0.8970133882595263
0,920.0,15,143.6,0,0.0,1.0,0.0,0.0,0.0,0.0,31.0,0,0,1,175,953,0.9000999000999002
0,2490.0,47,181.2,0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0,0,1,269,709,0.9343939642447106
1,0.0,155,411.35,0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,9,0,1,354,1342,1.0
1,1120.0,49,45.4,0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0,1,64,649,0.9661074394170479
0,0.0,80,433.7,0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,10,0,1,409,1588,0.7703788748564868
0,2910.0,187,60.2,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0,0,206,187,0.9696693964209888
0,1840.0,47,56.0,0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0,0,1,82,1443,0.9671969821223553
0,4280.0,38,514.05,0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,0,0,0,787,38,1.0
1,0.0,43,167.5,0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0,0,1,113,1287,0.9671969821223553
0,2070.0,170,43.6,0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,0,0,1,201,1676,0.24085576259489305
1,2280.0,50,138.6,0,0.0,1.0,0.0,0.0,0.0,0.0,39.0,0,0,1,449,1556,0.5633187772925765
1,1530.0,10,182.6,0,0.0,1.0,0.0,0.0,0.0,0.0,34.0,0,0,1,180,1197,0.819583401672954
0,0.0,1,774.95,0,1.0,0.0,0.0,0.0,0.0,0.0,41.0,32,0,0,855,1,0.5337995337995338
0,1780.0,322,96.4,0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,0,0,0,395,322,0.9015909463670657
0,2330.0,4,45.2,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,1,11,1872,0.7493734335839599
0,3580.0,52,551.8,0,1.0,1.0,0.0,0.0,0.0,0.0,76.0,0,0,1,514,1357,0.9666611101850309
0,1910.0,37,71.6,0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0,1,66,1345,0.9666611101850309
1,1940.0,51,53.6,0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0,0,1,73,1108,0.9343939642447106
0,2280.0,33,87.7,0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0,0,1,361,323,0.9015909463670657
0,3020.0,59,122.1,0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,6,0,1,112,1086,0.8851894374282434
0,3920.0,344,101.2,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0,1,362,1850,1.0
