Gender,Income,DaysWithoutFrequency,LifetimeValue,UseByTime,WaterActivities,FitnessActivities,TeamActivities,RacketActivities,CombatActivities,SpecialActivities,NumberOfFrequencies,AttendedClasses,NumberOfReferences,Dropout,EnrolledTime,DaysSinceLastVisit,LazinessIndex
0,3230.0,88,167.6,0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,0,0,1,336,881,0.8001998001998002
1,3660.0,126,265.9,0,0.0,1.0,0.0,0.0,0.0,0.0,69.0,0,0,0,958,126,0.5571592586517959
1,970.0,135,67.6,0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,0,0,1,191,1641,0.6204278812974465
1,0.0,19,507.4,0,0.0,0.0,0.0,0.0,1.0,0.0,46.0,21,0,0,747,19,0.31113662456946045
0,3760.0,1,191.6,0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,13,0,1,150,1188,0.48335246842709534
0,0.0,39,300.4,0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,11,0,1,280,153,0.8851894374282434
0,1180.0,36,73.6,0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0,0,1,100,1280,0.9343939642447106
0,1070.0,41,566.0,0,0.0,1.0,0.0,0.0,0.0,0.0,324.0,0,0,1,707,92,0.8871331828442438
1,2560.0,1,348.7,0,0.0,1.0,0.0,0.0,0.0,0.0,66.0,0,0,0,297,1,0.44234869608003935
0,3840.0,41,937.8,0,0.0,0.0,0.0,1.0,0.0,0.0,69.0,61,0,1,723,1190,0.7129735935706085
1,0.0,12,205.4,0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,16,0,1,173,469,0.42594718714121704
0,1840.0,7,210.2,0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,31,0,0,212,7,0.6613995485327313
1,2230.0,59,102.6,0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0,0,1,79,1086,0.9835984910611776
0,5430.0,273,335.7,0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,1,302,1779,1.0
1,2430.0,131,113.35,0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0,0,1,152,1637,1.0
0,1960.0,9,552.0,1,0.0,1.0,0.0,0.0,1.0,0.0,80.0,0,0,1,1769,101,0.9516285069332473
1,1850.0,28,207.7,0,0.0,1.0,0.0,0.0,0.0,0.0,55.0,0,0,1,459,170,0.9393387928419775
1,2530.0,1,141.2,0,0.0,0.0,0.0,0.0,0.0,1.0,38.0,0,0,0,122,1,0.5932892730045755
1,2240.0,10,73.6,0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0,0,1,30,953,0.8334998334998335
0,2350.0,20,106.9,0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,0,0,1,208,162,0.9024865919063871
0,1960.0,44,44.6,0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0,1,50,1318,0.9399759903961584
1,2120.0,63,205.6,0,0.0,1.0,0.0,0.0,0.0,0.0,59.0,0,0,1,506,1273,1.0
1,1740.0,46,41.6,0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,1,62,1134,0.9056425740705794
1,3320.0,40,91.6,0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,1,93,885,0.9507954731835329
1,1890.0,83,97.6,0,0.0,1.0,0.0,0.0,0.0,0.0,32.0,0,0,1,174,1589,0.5514147688060731
1,0.0,5,170.2,0,0.0,0.0,1.0,0.0,1.0,0.0,9.0,4,0,0,286,5,0.04458598726114649
0,2990.0,24,78.7,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,58,24,0.9827675340341203
0,0.0,15,268.1,0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,28,0,1,276,1202,0.7703788748564868
0,2200.0,2,78.7,0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0,0,0,27,2,0.5558845299777941
0,2990.0,30,203.3,0,1.0,1.0,0.0,0.0,0.0,0.0,33.0,0,0,1,544,233,0.8983223182511438
0,2480.0,10,780.8,0,0.0,1.0,0.0,0.0,0.0,0.0,112.0,0,0,1,777,731,0.8031818927341315
0,1890.0,10,48.6,0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4,0,1,24,1101,0.2711370262390671
0,1400.0,4,53.6,0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0,0,1,30,1088,0.7002997002997002
0,4720.0,31,162.7,0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0,0,1,152,146,0.9179924553058881
0,2060.0,34,186.8,0,0.0,1.0,0.0,0.0,0.0,0.0,64.0,0,0,1,667,1221,0.8387616897774911
0,0.0,21,1204.1,0,1.0,0.0,0.0,0.0,0.0,0.0,104.0,96,0,1,1362,163,0.8277841561423651
1,2490.0,3,155.6,0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,0,0,1,179,1190,0.8851894374282434
1,2150.0,65,71.6,0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0,0,1,93,1430,1.0
0,0.0,45,179.5,0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6,0,1,223,556,0.9425947187141217
0,0.0,324,145.7,0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,4,0,1,409,1832,1.0
0,0.0,53,957.8,0,1.0,0.0,0.0,0.0,0.0,0.0,85.0,86,0,1,911,653,0.970344009489917
0,1820.0,62,188.6,0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,0,0,1,208,1568,0.819583401672954
0,6800.0,192,568.7,0,1.0,1.0,0.0,0.0,0.0,0.0,59.0,0,0,1,570,1379,1.0
1,7730.0,53,365.85,0,1.0,0.0,0.0,0.0,0.0,0.0,77.0,0,0,1,383,1239,0.8523864195505987
0,2490.0,155,130.4,0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,5,0,1,225,574,1.0
1,0.0,31,635.45,0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,26,0,1,563,488,0.8851894374282434
0,2450.0,25,53.6,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,1,31,954,0.9666999666999667
1,2470.0,50,56.8,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,1,71,622,0.983053719708524
0,1560.0,32,106.9,0,0.0,1.0,0.0,0.0,0.0,0.0,37.0,0,0,1,131,293,0.9193808448887456
1,1400.0,1,620.4,0,0.0,1.0,0.0,0.0,0.0,0.0,161.0,0,0,0,1122,1,0.6360327570518653
0,4150.0,61,58.7,1,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0,0,1,157,883,1.0
0,2220.0,35,57.6,0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0,1,69,1431,0.9507954731835329
0,2120.0,106,155.6,0,0.0,0.0,0.0,0.0,1.0,0.0,33.0,0,0,1,226,1612,0.9835984910611776
1,1760.0,27,45.1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,387,27,1.0
0,2060.0,10,71.6,0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0,0,1,66,925,0.8667998667998669
0,0.0,3,828.2,0,1.0,0.0,0.0,0.0,0.0,0.0,104.0,98,0,0,787,3,0.6503496503496504
0,2840.0,8,1603.7,0,1.0,0.0,0.0,0.0,0.0,0.0,271.0,0,0,0,1759,8,0.868787928489421
1,1800.0,141,82.0,0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0,0,1,198,1647,0.9343939642447106
1,1800.0,23,34.0,0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0,1,30,945,0.8667998667998669
0,8090.0,236,353.6,1,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0,1,270,693,1.0
0,0.0,2,1307.02,0,1.0,0.0,0.0,0.0,0.0,0.0,99.0,99,0,0,981,2,0.23580786026200873
0,2100.0,142,73.6,0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0,0,1,198,1648,0.9654934437543133
0,1780.0,31,167.6,0,0.0,1.0,0.0,0.0,0.0,0.0,55.0,0,0,1,207,1218,0.8823010151537443
1,2640.0,243,88.6,1,0.0,1.0,0.0,0.0,0.0,0.0,36.0,0,0,1,332,1065,0.7002997002997002
0,1700.0,3,43.6,0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0,0,1,32,911,0.7002997002997002
0,5390.0,20,169.8,0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0,0,1,781,162,0.9343939642447106
1,1700.0,37,38.5,0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0,1,45,414,0.9545764251646605
0,1780.0,3,121.6,0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,0,0,1,118,1343,0.8387616897774911
0,1970.0,35,223.6,0,1.0,0.0,0.0,0.0,0.0,0.0,39.0,38,0,1,295,492,0.8277841561423651
1,0.0,15,305.6,0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,17,0,0,398,15,0.7668997668997669
0,3880.0,274,53.2,0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0,0,1,303,1780,0.5169082125603865
0,3140.0,8,78.6,0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0,0,1,32,1059,0.8667998667998669
0,3470.0,4,163.6,0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,6,0,1,208,1191,0.5407577497129736
0,1800.0,149,103.6,0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0,0,1,204,1655,1.0
0,2040.0,50,110.0,0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0,0,1,122,1415,0.9516285069332473
1,0.0,94,448.1,0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,25,0,1,363,887,1.0
0,830.0,146,824.8,0,0.0,0.0,1.0,0.0,0.0,0.0,34.0,33,0,1,1054,603,1.0
0,1870.0,2,321.6,0,0.0,1.0,0.0,0.0,0.0,0.0,81.0,0,0,0,594,2,0.7725204731574158
0,2480.0,0,103.1,0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,0,0,1,688,925,0.6336996336996337
1,2360.0,183,389.8,1,0.0,1.0,0.0,0.0,0.0,0.0,105.0,0,0,1,1050,640,0.7458057956278596
0,0.0,131,158.6,0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0,0,1,215,1637,0.9309868875086267
1,1500.0,178,80.5,0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0,0,0,238,178,0.9507954731835329
1,1540.0,14,60.2,0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0,0,1,41,217,0.6830814236957582
0,4600.0,3,954.2,0,1.0,1.0,0.0,0.0,0.0,0.0,141.0,99,0,0,1134,3,0.6391668033459078
0,1950.0,0,268.0,0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,1,0,1,645,324,0.8523864195505987
0,7530.0,78,128.4,1,0.0,1.0,0.0,0.0,0.0,0.0,21.0,0,0,1,160,535,1.0
0,3070.0,51,823.8,0,1.0,1.0,0.0,0.0,0.0,0.0,119.0,93,0,1,1058,470,0.9138920780711826
1,2180.0,55,61.6,0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0,1,111,1242,0.9846224819314162
1,3860.0,34,219.6,0,0.0,1.0,0.0,0.0,0.0,0.0,92.0,0,0,1,300,827,0.433899433899434
1,1550.0,297,139.5,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,1,459,1119,1.0
0,1450.0,87,88.6,0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0,1,91,1116,1.0
1,0.0,1,1067.8,0,1.0,0.0,0.0,0.0,0.0,0.0,156.0,152,0,0,750,1,0.6364332185227708
0,1380.0,315,53.2,0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0,1,329,1821,0.8619737750172533
1,1780.0,200,63.6,0,0.0,1.0,0.0,0.0,0.0,0.0,27.0,0,0,1,253,1706,0.6204278812974465
0,2160.0,47,83.6,0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6,0,1,89,1443,0.8277841561423651
1,2630.0,159,83.0,0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0,1,167,1464,1.0
1,3010.0,44,43.6,0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0,0,1,65,706,0.9671969821223553
0,2900.0,1,745.4,1,1.0,1.0,0.0,0.0,0.0,0.0,243.0,0,0,1,1144,1,0.6725831466482854
0,5100.0,62,182.6,0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0,0,1,201,1396,1.0
1,1760.0,111,166.2,0,0.0,0.0,0.0,0.0,1.0,0.0,21.0,0,0,1,315,1617,1.0
0,2740.0,285,95.2,0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0,0,1,358,1791,0.9654934437543133
0,3990.0,142,104.1,0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,11,0,1,183,1648,1.0
0,1780.0,13,83.6,0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0,0,1,71,1085,0.8667998667998669
0,0.0,38,374.6,0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,8,0,1,334,495,0.9425947187141217
0,2040.0,18,50.0,0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0,0,1,30,1106,0.8001998001998002
0,1760.0,50,51.2,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,1,57,773,0.9824499824499825
0,2790.0,50,223.2,0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0,0,1,912,895,0.9835984910611776
0,1740.0,353,43.9,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,359,353,0.9714285714285714
1,1460.0,64,149.2,1,1.0,0.0,0.0,0.0,0.0,0.0,44.0,0,0,1,311,1617,0.9309868875086267
1,0.0,127,278.6,0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,18,0,1,313,607,1.0
0,4280.0,34,170.4,0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,0,0,1,132,324,0.9179924553058881
0,1620.0,19,47.6,0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0,1,30,1109,0.9333999333999334
0,1330.0,63,267.9,0,0.0,1.0,0.0,0.0,0.0,0.0,55.0,0,0,1,364,114,1.0
0,1880.0,260,287.5,0,0.0,1.0,0.0,0.0,0.0,0.0,67.0,0,0,1,1053,315,0.7539773659176644
0,0.0,19,87.2,0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,1,69,222,0.8220640569395018
0,0.0,63,330.7,0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,15,0,1,313,236,1.0
0,2230.0,86,149.45,0,0.0,1.0,0.0,0.0,0.0,0.0,46.0,0,0,1,315,1592,0.6204278812974465
1,3770.0,0,1356.7,0,0.0,1.0,0.0,0.0,0.0,0.0,179.0,0,0,0,1354,0,0.8667998667998669
0,1840.0,16,50.1,0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0,0,1,30,1081,0.8334998334998335
0,1520.0,9,83.6,0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0,0,1,155,961,0.6336996336996337
0,1820.0,9,187.35,0,1.0,0.0,0.0,1.0,0.0,0.0,21.0,15,0,1,118,1195,0.7668997668997669
1,1560.0,33,70.0,0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0,0,1,109,1220,0.9264381344710901
0,1560.0,37,266.6,0,0.0,1.0,0.0,0.0,0.0,0.0,37.0,0,0,1,277,1247,0.9507954731835329
1,0.0,5,246.2,0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3,0,0,44,5,0.20508744038155802
0,0.0,3,658.7,0,1.0,0.0,0.0,0.0,0.0,0.0,69.0,59,0,0,749,3,0.5407577497129736
1,1500.0,45,193.6,0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,0,0,1,327,1441,0.9015909463670657
0,2150.0,26,124.6,0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,0,0,1,91,931,0.6719698212235525
1,1640.0,171,150.2,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0,384,171,0.9835984910611776
0,0.0,37,60.2,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0,1,69,55,0.9166666666666666
0,1350.0,243,84.1,1,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0,0,1,642,700,0.8678996036988111
1,2350.0,12,196.4,0,0.0,1.0,0.0,0.0,0.0,0.0,25.0,0,0,1,143,469,0.9343939642447106
0,1280.0,7,85.7,0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,10,0,0,50,7,0.15966386554621848
0,1610.0,3,85.6,0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0,0,1,96,1190,0.8031818927341315
0,2090.0,27,104.6,0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0,0,1,90,1051,0.9015909463670657
0,5040.0,8,70.4,0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0,0,1,38,372,0.8065140277329894
0,3790.0,22,110.2,0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,2,0,0,59,22,0.8654104979811574
0,1450.0,1,96.2,0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,2,0,0,210,1,0.7084548104956269
1,3110.0,166,156.1,1,0.0,1.0,0.0,0.0,0.0,0.0,47.0,0,0,1,292,1353,0.9166527754625771
1,1950.0,38,38.6,0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0,0,1,49,1403,0.8979591836734694
1,3410.0,88,196.6,0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,1,175,881,0.9835984910611776
0,1530.0,1,145.2,0,0.0,1.0,0.0,0.0,0.0,0.0,70.0,0,0,0,173,1,0.5243562407741512
1,1560.0,16,53.6,0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0,0,1,30,1101,0.8667998667998669
0,1280.0,49,123.2,0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0,0,1,520,1259,0.9507954731835329
0,1990.0,2,336.5,0,0.0,0.0,0.0,0.0,1.0,0.0,47.0,0,0,0,408,2,0.868787928489421
0,2960.0,12,38.5,0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0,0,1,28,336,0.8214285714285714
1,1840.0,55,128.4,0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6,0,1,152,512,0.9425947187141217
0,1900.0,34,243.6,0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,0,0,1,365,491,0.9671969821223553
0,4420.0,2,98.6,0,0.0,1.0,0.0,0.0,0.0,0.0,26.0,0,0,1,91,1367,0.7258948726217349
0,3410.0,9,43.7,0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0,0,0,24,9,0.791753436068305
0,0.0,190,218.6,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,1,269,1377,1.0
1,3430.0,30,63.6,0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0,0,1,67,1426,0.6555683122847302
0,0.0,232,230.2,0,0.0,0.0,0.0,0.0,1.0,0.0,16.0,0,0,1,341,1738,1.0
1,0.0,71,1460.3,0,1.0,0.0,1.0,0.0,0.0,0.0,106.0,100,1,1,1468,122,1.0
0,2380.0,22,80.5,0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0,0,1,90,283,0.9838761689777491
1,1450.0,52,129.6,0,1.0,1.0,0.0,0.0,0.0,0.0,31.0,0,0,1,359,1296,0.9671969821223553
1,5060.0,20,190.4,0,0.0,1.0,0.0,0.0,0.0,0.0,39.0,0,0,1,245,134,0.819583401672954
1,1050.0,28,491.2,0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,37,0,1,499,1214,0.9043245311902028
0,7070.0,291,126.2,0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0,0,1,355,1797,0.9309868875086267
1,2680.0,82,239.6,0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0,0,1,294,875,0.9835984910611776
0,2520.0,51,418.2,0,1.0,0.0,0.0,0.0,0.0,0.0,43.0,43,0,1,347,1557,0.6555683122847302
0,0.0,1,190.1,0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,12,0,0,1599,1,0.08963585434173671
0,1990.0,40,196.1,0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,0,0,1,148,1036,0.9838761689777491
1,2510.0,70,341.6,0,1.0,0.0,0.0,0.0,0.0,0.0,44.0,0,0,1,395,1007,1.0
1,6980.0,10,245.2,0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,0,0,0,227,10,0.8635122838944496
0,3410.0,0,71.2,0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0,0,35,0,0.6336996336996337
0,1450.0,38,71.9,0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0,0,1,52,392,0.84618342626418
0,1420.0,1,326.9,0,0.0,1.0,0.0,0.0,0.0,0.0,140.0,0,0,0,395,1,0.43170683911424657
0,0.0,51,1.3,0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,3,0,1,185,103,0.9435665914221218
1,0.0,102,141.1,0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,5,0,1,179,1608,0.8851894374282434
1,1290.0,11,777.9,0,1.0,0.0,0.0,0.0,1.0,0.0,71.0,32,0,1,634,125,0.879951980792317
1,0.0,6,808.7,0,1.0,0.0,0.0,0.0,0.0,0.0,92.0,85,0,0,765,6,0.42594718714121704
1,1750.0,50,241.1,0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,0,0,1,297,1415,0.9516285069332473
0,3750.0,26,100.4,0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,1,70,287,0.9193808448887456
0,1960.0,26,95.8,0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0,0,1,93,316,0.8180163785259327
0,0.0,15,201.6,0,1.0,0.0,0.0,0.0,1.0,0.0,13.0,16,0,1,121,1202,0.6938384998086491
1,1480.0,125,113.6,0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6,0,1,187,666,1.0
0,3390.0,132,233.6,0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,15,0,1,320,1319,1.0
0,5860.0,231,796.3,0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,11,0,1,1021,742,1.0
0,3540.0,60,71.1,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3,0,1,89,1566,0.94
0,3990.0,91,268.6,0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0,0,1,224,1396,1.0
0,2140.0,15,336.2,0,0.0,1.0,0.0,0.0,0.0,0.0,56.0,0,0,1,435,1072,0.8334998334998335
0,1720.0,203,113.2,0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,0,0,1,345,1709,0.7929606625258799
1,2970.0,6,361.9,0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,16,0,0,1340,6,0.4169096209912537
0,7860.0,33,388.2,0,1.0,1.0,0.0,0.0,0.0,0.0,59.0,0,0,1,502,1220,0.9411505075768721
1,1980.0,38,201.0,0,0.0,1.0,0.0,0.0,0.0,0.0,42.0,0,0,1,298,1078,0.9343939642447106
0,4170.0,285,233.2,0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,11,0,1,372,1792,1.0
1,3940.0,34,414.5,0,0.0,1.0,0.0,0.0,0.0,0.0,91.0,1,0,1,672,148,0.948559670781893
0,1430.0,70,96.2,0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,1,99,212,1.0
0,3480.0,20,105.6,0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0,0,1,238,1085,0.8334998334998335
0,2090.0,46,63.6,0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,0,0,1,102,1233,0.9117257613653083
0,4010.0,1,100.2,0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0,0,0,38,1,0.8001998001998002
1,0.0,2,337.85,0,1.0,0.0,0.0,0.0,1.0,0.0,25.0,13,0,0,273,2,0.5624270711785297
1,0.0,87,941.7,0,1.0,0.0,1.0,0.0,0.0,0.0,46.0,32,0,1,1383,544,1.0
0,2950.0,47,25.6,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,1,51,1291,0.9799919967987195
0,1670.0,51,40.0,0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0,0,1,64,1325,0.9507954731835329
0,3280.0,88,531.0,0,1.0,0.0,0.0,0.0,0.0,0.0,56.0,51,0,1,758,106,1.0
1,0.0,31,377.0,0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,21,0,1,460,693,0.8851894374282434
1,1670.0,65,527.15,0,1.0,1.0,0.0,0.0,0.0,0.0,64.0,19,1,1,1206,727,1.0
0,4380.0,232,158.2,0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0,0,1,268,1738,1.0
1,1140.0,62,517.9,1,1.0,0.0,0.0,0.0,0.0,0.0,123.0,0,0,1,974,154,0.737575856978842
0,5040.0,0,356.2,0,1.0,1.0,0.0,0.0,0.0,0.0,42.0,14,0,0,293,0,0.8251748251748252
1,2130.0,22,392.8,0,0.0,1.0,0.0,0.0,0.0,0.0,240.0,0,0,1,634,1209,0.8519615099925981
0,2400.0,217,187.45,0,0.0,0.0,0.0,0.0,1.0,0.0,32.0,0,0,0,482,217,0.8135909167937638
0,3280.0,20,40.05,0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0,0,1,81,344,0.9179924553058881
1,2990.0,55,488.2,0,0.0,0.0,0.0,1.0,0.0,0.0,46.0,46,0,1,344,1561,0.5407577497129736
0,1660.0,11,60.4,0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,8,0,1,43,335,0.6497373029772329
0,1520.0,28,819.6,0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,17,0,1,272,728,0.4642173746651358
0,1490.0,11,189.5,0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,0,0,1,578,184,0.7867803837953091
0,5390.0,41,98.6,0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,0,0,1,101,703,0.9507954731835329
0,2520.0,244,812.7,1,0.0,1.0,0.0,0.0,0.0,0.0,278.0,0,0,1,1370,336,0.7867803837953091
0,2190.0,29,427.3,0,0.0,1.0,0.0,0.0,0.0,0.0,165.0,0,0,1,670,822,0.5899622765294408
0,3100.0,36,153.95,0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0,0,0,170,36,0.9230917131320899
1,2030.0,37,103.6,0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,0,0,1,127,1247,0.8851894374282434
0,3800.0,65,254.2,0,0.0,1.0,0.0,0.0,0.0,0.0,40.0,0,0,1,334,1571,0.819583401672954
1,1680.0,53,55.6,0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0,0,1,96,1449,0.9507954731835329
0,1340.0,75,206.2,1,0.0,1.0,0.0,0.0,0.0,0.0,38.0,0,0,1,644,532,0.9179924553058881
0,6030.0,62,486.9,0,0.0,1.0,0.0,0.0,0.0,0.0,46.0,43,0,1,690,855,0.8851894374282434
1,5060.0,138,658.3,0,0.0,1.0,0.0,0.0,1.0,0.0,88.0,0,0,1,893,931,1.0
1,1590.0,33,91.1,0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0,0,1,90,1080,0.9179924553058881
1,0.0,5,1329.91,0,1.0,0.0,0.0,0.0,0.0,0.0,111.0,101,0,0,1217,5,0.6555683122847302
0,5260.0,0,54.6,0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0,0,1,61,1465,0.9302000930665426
0,1750.0,34,63.6,0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0,0,1,84,707,0.9179924553058881
0,0.0,53,428.2,0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,7,0,1,341,1559,0.6555683122847302
0,2320.0,22,172.1,0,0.0,1.0,0.0,0.0,0.0,0.0,36.0,0,0,1,421,164,0.8523864195505987
0,1590.0,7,279.8,0,0.0,1.0,0.0,0.0,1.0,0.0,17.0,0,0,0,1499,7,0.9285714285714286
